rq_id,old_rq_no,old_slide,category,chapter,chapter_v3,section,hitl,component,charted,chapter_note,action,question,kind,role,method,detectors,sources,status,defer_reason,background,hypothesis,ideal,transcript,old_question,merged_in,now
RQ-h7-013,RQ 12.09,247,C12,4,9,S04,yes,gate,no,,reword,"What share of merged work gets a substantive human review versus agent-only review, and how much time does human review add?",metric,core,sql,D8,pr_reviews;prs,baseline,,Everything is reviewed; reviews are agent-driven. How the fleet copes when the judge is down is a sub-slice (S14).,"Everything is reviewed, by agents; slow reviews on small changes are a harness problem, not PR size.",Humans review only high-risk changes; agent review is complete and fast.,,"What share of merged work gets a substantive human review versus a bot-only or zero-review merge, how long does human review add to time-to-merge, and how does the fleet cope when the automated judge itself goes down?",,
RQ-h7-014,RQ 12.14,252,C12,4,3,S03,yes,harness,yes,,reword,"How often does the owner deny a tool call or clear an agent's context, and is that changing as sessions grow longer?",metric,core,sql,,tool_calls;prompts,now,,Harness interaction footprint; it belongs with the single-agent harness.,Not discussed. Draft: Denials fall as auto mode and allowlists grow; clears rise with longer sessions.,No denials needed: permissions match policy.,,"What does the factory owner's harness interaction footprint look like -- the mix of tool calls agents make, how often the owner denies a tool-use request outright, and how often the owner resets an agent's context -- and is that footprint changing as sessions grow longer?",,
RQ-h7-015,RQ 12.15,253,C12,4,7,S17,yes,state-store,no,,reword,"Where do the agent's saved memories come from (its own discovery, a human correction, a recorded decision), and how many are actually durable?",metric,core,haiku,,memories,now,,Belongs with knowledge and memory; plugin vs personal memory use is a sub-slice.,Not discussed. Draft: Most durable memories come from human corrections.,Memories are reviewed and pruned; each is durable and linked.,,"What share of an agent's saved cross-session memories originate from its own discovery versus a human correction versus a recorded decision, how much of what is labeled durable is actually personal or session-specific, and is the process plugin's own memory mechanism used as much as the owner's personal one?",,
NEW-C10-01,,,C10,5,3,S05,no,harness,no,,new,Does the factory package its procedures as versioned skills?,yes/no,preflight,sql,D10,knowledge.skill_versions,now,,Skills are the unit the rest of S05 measures; without them there is nothing to track.,"Yes, since the first plugin commit on 2026-03-07.","Yes, with semantic versions and a changelog.","how is your road map of your factory and skills like how over a period of time how does your skills improve? How does your factory improve? (00:01:02, second session)",,,
NEW-C10-04,,,C10,5,5,S06,no,harness,no,plugin vendored into every repo is a fleet snapshot,new,Is the process plugin versioned and vendored into every repo from one source?,yes/no,preflight,detector,D10,knowledge.plugin_versions;knowledge.instruction_files,now,,Sharing only works if every repo takes the same versioned copy.,"Not discussed. Draft: one source, but versions are sparse (three recorded) and repos lag.","Yes, with each repo's pinned version visible in the fleet map.",,,,
RQ-h6-030,RQ 10.26,203,C10,5,5,S06,no,none,no,plugin reach across the fleet,reword,Which repos in the fleet show no recorded use of the process plugin?,inventory,preflight,sql,D10,harness.tool_calls;harness.prompts;git.repos,now,,"A repo with no plugin use is outside the factory, whatever the fleet map says.","Not discussed. Draft: the infra and design-export repos, which are worked by hand or not at all.","Every fleet repo uses the plugin, or is marked as outside the factory.",,"Which repos in the fleet show no recorded use of the shared process plugin at all, and does that reflect a different driver, unassisted work, or genuine inactivity?",,
NEW-C10-02,,,C10,5,3,S05,no,harness,yes,,new,"For each skill, what share of its steps is a script versus prose instructions, week by week?",metric,core,sql,,knowledge.skill_versions;wayfare-skills repo (code allowed),now,,The owner's key skills metric: how effectively steps are being scripted over time.,"From the transcript: scripted skills are better, and the scripted share should rise.",Every deterministic step scripted.,scripted skills are better than non-scripted skills and how how effectively are we scripting skills over a period of time (00:48:41),,"RQ 10.20 Does replacing a model-judged check with a scripted, deterministic gate measurably reduce the rate of invalid or failed procedure invocations, marking a real shift from judgment to determinism?",
NEW-C10-03,,,C10,5,6,S06,no,harness,no,skill change regressing downstream is between-repo movement,new,How often does a skill change cause a regression in a downstream repo?,metric,core,detector,D3;D5,knowledge.skill_versions;git.commits;plans.plan_items,now,,A plugin regression lands in every repo at once; the rate is the price of sharing.,"Not discussed. Draft: a few times, each caught downstream rather than by the plugin's tests.",Caught by the plugin's own tests before release.,,,,
RQ-h6-001,RQ 10.34,211,C10,5,8,S07,no,evidence,no,done-marked vs actually complete,reword,"For each clone, how many planned features are complete and usable end to end, versus only marked done?",metric,core,deferred,,plans.plan_items,deferred,code-deep-dive,Done in the store and done for a user are different; the gap is overstated completion.,Not discussed. Draft: some features marked done are partial.,"Done means a passing end-to-end check, recorded on the item.",,"For a clone built from the template repo, how many of its planned features are actually complete and usable end to end, versus merely listed as done?",,
RQ-h6-002,RQ 10.21,198,C10,5,5,S07,no,none,no,,reword,"When several clones need the same capability, is it built once in the template and inherited, or built separately in each clone?",metric,core,detector,D7,plans.plan_items;git.commits,now,,Building the same thing per clone is the cost the template exists to avoid.,Draft from the transcript: early on each clone built its own; later the owner fixed the template first and pushed down.,"Built once upstream, inherited everywhere.",what does it cost when each clone designs and implements separately (00:46:33),"When several clones independently need the same capability, is it built once in the template repo and inherited, or discovered and implemented separately in each clone?",,
